stars,forks,language,total_commits,issues_count,team_size,KLOC,Effort_pm
27,8,TypeScript,681,2,4,34.05,11.636140614953266
6,0,Rust,1911,12,5,95.55,29.052273098780674
1,0,Python,58,6,1,2.9,0.729175962921536
1,4,JavaScript,25,11,1,1.25,0.1
3,2,Java,156,5,2,7.8,0.7334166516000615
1,0,Python,56,7,1,2.8,2.2577765956888927
109,21,Python,1201,2,13,60.05,19.15959971610146
2,1,Swift,238,0,1,11.9,2.8285140657309094
56,16,Lua,654,1,11,32.7,9.686632468466938
11,7,Go,79,0,4,3.95,0.47425653113333455
77,29,Swift,1103,4,9,55.15,14.994241318596977
0,1,R,120,9,1,6.0,1.9993076822136244
12,0,Python,999,0,7,49.95,14.132554519851753
2,10,Java,538,3,2,26.9,5.0574631733657185
298,50,TypeScript,1580,11,13,79.0,25.626200374264837
74,9,Python,1663,9,8,83.15,25.438136043466795
2,0,Ruby,10,8,1,0.5,0.1
204,15,TypeScript,4149,9,8,207.45,62.78923658263893
13,8,Java,202,4,5,10.1,1.3716796543177598
6,0,Python,36,7,2,1.8,0.33918683011078166
37,11,JavaScript,581,9,7,29.05,9.25839302428492
7,2,C,534,0,3,26.7,8.494074704693912
47,0,Python,1034,2,8,51.7,15.934119822228554
18,11,JavaScript,157,1,6,7.85,3.4274860021648417
0,3,JavaScript,178,4,1,8.9,3.565630462788985
4,0,Java,173,0,2,8.65,2.4197824350411454
13,6,Go,925,11,5,46.25,13.961049067381847
9,0,Java,95,11,4,4.75,0.854505325743376
1,0,Python,2,10,1,0.1,0.1
19,0,JavaScript,113,2,6,5.65,2.441434352101746
9,4,Swift,197,2,3,9.85,3.2331295370964614
41,1,Rust,1229,5,9,61.45,18.593906241754183
59,12,Rust,523,15,11,26.15,8.505184620893782
70,12,C++,1071,2,4,53.55,15.654243588230525
4,0,Ruby,291,6,3,14.55,5.210848564644024
7,10,Python,638,0,5,31.9,9.32605988250075
32,1,TypeScript,499,6,6,24.95,7.476616251849037
0,0,Go,63,2,1,3.15,1.1459291234007105
5,5,JavaScript,72,0,4,3.6,0.8752274937976033
1,0,Swift,270,4,1,13.5,4.070040012289818
5,8,Java,485,10,3,24.25,7.964489966409777
237,56,Ruby,4662,15,16,233.1,75.32548526813316
1,0,Kotlin,196,17,1,9.8,3.9486372667022933
1,0,Java,55,3,1,2.75,0.10332438747070405
9,0,C,282,11,5,14.1,4.292643476824147
0,1,Go,311,2,1,15.55,4.14988276975033
0,0,Kotlin,73,9,1,3.65,1.112354620144258
33,9,TypeScript,552,7,3,27.6,6.837451603182709
22,1,Java,887,1,9,44.35,11.695364347278886
3,0,Go,436,16,3,21.8,7.466585792453429
31,4,Python,259,7,6,12.95,4.746555747880662
12,7,TypeScript,772,0,4,38.6,9.66054759153605
0,5,C,216,0,1,10.8,3.09059676336328
0,0,Rust,30,1,1,1.5,0.1
20,6,Python,387,0,5,19.35,6.041024998297912
4,0,JavaScript,122,2,4,6.1,3.3170838441869472
4,1,JavaScript,16,1,3,0.8,0.1
0,0,Python,153,3,1,7.65,2.6979854724728423
8,0,C,427,4,4,21.35,4.868037975588239
8,0,Java,585,1,2,29.25,10.014748053080003
14,3,JavaScript,216,2,2,10.8,2.727058410758919
3,1,Go,680,0,3,34.0,9.322950918369656
0,2,Python,188,16,1,9.4,1.6028776065683703
1,0,JavaScript,78,6,1,3.9,1.7771752120756537
21,1,C++,178,3,5,8.9,3.8922712785223137
41,4,Rust,71,2,3,3.55,2.1282549924232925
0,0,Lua,51,2,1,2.55,1.7345898665984445
87,27,Rust,874,2,10,43.7,14.569742863513385
15,0,Java,766,4,5,38.3,11.543338600855693
121,42,Ruby,1562,7,13,78.1,25.356420793330358
0,1,C,95,0,1,4.75,0.6081245030016323
12,10,C#,1069,17,6,53.45,15.237785898764047
15,5,Dart,111,6,4,5.55,0.1
0,0,PHP,5,4,1,0.25,0.1
1,0,Kotlin,113,3,1,5.65,1.895909913941083
4,5,Python,108,7,2,5.4,1.7560270865605667
7,0,C#,645,7,4,32.25,9.137876027500493
18,0,Java,801,0,7,40.05,12.135649823175665
25,4,Go,697,3,2,34.85,8.775335277273081
37,7,Rust,951,2,6,47.55,12.253816772765354
23,0,Dart,90,4,1,4.5,1.748258153764038
1,0,Lua,20,3,1,1.0,1.4574821189481995
327,75,JavaScript,1375,7,9,68.75,20.679692581377612
3,0,C#,87,5,1,4.35,0.7526172904554678
9,6,C#,320,5,3,16.0,5.657882666607364
15,0,TypeScript,194,5,3,9.7,3.3230994864508845
38,14,Python,630,10,10,31.5,10.60504822133248
24,5,Python,63,2,5,3.15,2.5599634053882725
5,4,Ruby,56,2,1,2.8,0.1
15,4,Java,233,7,4,11.65,4.532087603682858
0,0,Lua,219,4,1,10.95,2.3841966770748417
2,0,Java,509,20,3,25.45,8.609905352028061
1,0,Julia,277,5,1,13.85,3.932700169002132
9,6,TypeScript,876,1,3,43.8,11.472189203252134
24,0,PHP,1072,4,6,53.6,15.126200554805411
6,0,Python,710,1,5,35.5,10.532888768821822
19,6,Go,756,3,2,37.8,10.925796715213064
4,2,PHP,985,5,4,49.25,16.256125409405932
28,5,C,710,3,8,35.5,12.043856680779243
22,0,Swift,556,2,8,27.8,9.232907973762865
64,13,Python,417,5,12,20.85,5.568401031978818
1,2,TypeScript,78,17,1,3.9,1.139239708779374
2,7,Python,172,1,2,8.6,1.7662451331381699
0,0,Python,41,16,1,2.05,0.1
0,0,C++,13,7,1,0.65,0.2059910362684951
2,0,C#,328,0,2,16.4,5.346965695338133
47,7,Ruby,1012,7,10,50.6,14.199053574184834
22,5,Kotlin,1067,0,5,53.35,14.089626710357678
6,7,C#,300,2,4,15.0,3.741141405421309
13,8,PHP,164,0,2,8.2,1.6585711686283755
30,4,Python,180,4,5,9.0,2.346810273265946
34,0,JavaScript,177,7,1,8.85,3.553472801730306
5,0,Rust,1243,19,4,62.15,16.676927988094693
0,0,Kotlin,113,5,1,5.65,3.5047459687806564
10,0,Python,120,0,1,6.0,1.0266439861153325
6,2,Java,551,2,2,27.55,8.523484661137005
3,1,C++,92,0,1,4.6,0.7153807053459343
12,0,Python,256,4,5,12.8,4.453543137371519
9,6,TypeScript,428,0,3,21.4,6.875822118939683
25,4,Scala,108,5,4,5.4,1.0877972251246166
3,2,C++,87,4,1,4.35,0.1
1,3,JavaScript,82,0,1,4.1,0.2650037315466923
0,0,Kotlin,144,3,1,7.2,1.8889455115203317
3,7,TypeScript,146,2,1,7.3,2.2445155909369388
4,0,Kotlin,27,3,1,1.35,0.4180863722001606
40,20,JavaScript,416,8,10,20.8,5.945315348475616
4,0,Go,174,12,3,8.7,1.9047525074815863
10,8,TypeScript,258,0,1,12.9,3.7799876921450934
3,0,JavaScript,1213,11,3,60.65,16.070006859722355
30,20,Scala,770,3,9,38.5,12.053797784223512
28,2,JavaScript,985,1,7,49.25,13.532532407961046
412,48,Python,600,6,10,30.0,8.547519802783523
44,3,TypeScript,422,2,5,21.1,7.097657643780746
62,9,C#,84,4,8,4.2,2.2791779740754974
0,0,PHP,72,0,1,3.6,0.36818494406838786
20,0,R,588,3,3,29.4,9.63890654148931
0,0,JavaScript,93,3,1,4.65,1.1909932230104805
1776,387,TypeScript,304,60,17,15.2,7.698024375493901
8,2,Python,178,13,1,8.9,1.3305258717167991
1,0,Go,67,7,1,3.35,0.1
0,1,R,22,11,1,1.1,1.0375893911426095
57,11,C++,275,2,8,13.75,3.5434113958589823
13,0,Go,954,15,5,47.7,14.377018822576895
0,0,TypeScript,79,0,1,3.95,1.7807178507145354
16,1,C,839,1,5,41.95,13.551651159513446
19,8,Java,923,2,8,46.15,13.533032431242695
11,3,Python,822,0,3,41.1,11.825847044257957
1,7,TypeScript,11,3,1,0.55,0.1
2,5,Python,26,3,2,1.3,0.5188825889705063
6,0,JavaScript,254,3,1,12.7,0.9677587775812624
11,0,Python,283,1,2,14.15,3.2806029363488207
179,27,Java,1247,6,14,62.35,17.960847703746982
9,4,Rust,84,1,3,4.2,0.1
3,0,TypeScript,90,10,2,4.5,1.513989144095273
4,3,TypeScript,38,9,2,1.9,3.07569937941439
151,51,Dart,1898,4,9,94.9,29.944603390028796
2,3,Ruby,213,16,1,10.65,2.9487401888806675
2,0,Go,216,1,1,10.8,2.2630984569329646
0,2,JavaScript,95,3,1,4.75,1.2993724703664156
9,11,Scala,299,1,5,14.95,3.366095051690805
0,0,JavaScript,382,6,1,19.1,4.174959530550347
843,267,JavaScript,1451,13,9,72.55,23.987053132772004
42,19,C,820,1,6,41.0,12.236020091053017
1,0,Java,45,4,1,2.25,0.12383475781899056
2,5,C#,129,11,2,6.45,1.766560880424656
2,5,Go,31,2,1,1.55,0.1
0,0,Rust,14,4,1,0.7,0.1
32,6,JavaScript,529,8,3,26.45,9.071948744875389
20,3,JavaScript,90,1,2,4.5,1.6856515369391207
3,0,JavaScript,74,11,1,3.7,0.4897056829010322
35,1,Python,804,7,6,40.2,11.261175541091529
13,9,Kotlin,412,2,6,20.6,6.489911212493963
4,0,JavaScript,556,6,4,27.8,6.6508573121830885
8,0,Go,259,4,2,12.95,5.795281245376296
116,22,PHP,1512,18,5,75.6,24.13125549402869
102,29,PHP,453,8,8,22.65,7.4233011037784
44,0,TypeScript,1475,2,8,73.75,21.84730979418205
2,0,Java,145,1,2,7.25,1.0174107910708785
5,1,R,509,0,4,25.45,7.482419135069903
62,8,C++,897,10,6,44.85,12.587423519100204
2,6,PHP,317,11,1,15.85,3.2890795484893127
11,3,C,734,2,4,36.7,11.090618065378441
1,0,PHP,97,7,1,4.85,1.0439109172932253
12,0,JavaScript,350,3,3,17.5,6.194535073875947
22,9,Go,78,10,3,3.9,0.10293517949967512
2705,829,Python,741,9,23,37.05,11.128165188540716
12,0,Rust,540,3,5,27.0,6.761300642450803
133,30,Dart,562,5,9,28.1,7.210828817033331
34,5,Java,135,5,4,6.75,2.4365064796389326
25,7,TypeScript,909,0,9,45.45,13.892460803571149
9,0,Python,1429,12,4,71.45,21.911820244600165
42,0,Dart,756,4,4,37.8,11.591490105746633
100,18,Python,1457,5,6,72.85,24.048361315721994
8,6,Python,342,3,3,17.1,4.968648449790125
11,0,JavaScript,191,4,1,9.55,2.6199440612823044
20,0,Python,454,2,4,22.7,6.953501455541908
127,48,Java,377,7,5,18.85,6.180175394081568
9,0,Java,256,1,3,12.8,3.8019312838658683
14,2,JavaScript,127,1,5,6.35,2.570245965536868
460,100,Python,885,18,8,44.25,14.81988583221365
57,6,Python,227,0,2,11.35,3.0090867371046395
2,0,TypeScript,789,10,3,39.45,12.068561863306737
16,3,Python,194,0,2,9.7,1.5465009822135591
53,10,C++,127,0,5,6.35,2.110566258604175
10,5,JavaScript,1135,2,5,56.75,17.32027695926271
11,0,JavaScript,192,6,6,9.6,2.8301478630078174
156,24,TypeScript,3441,1,10,172.05,52.90290977937032
10,0,TypeScript,79,2,2,3.95,2.7145192840036874
38,1,Python,411,4,7,20.55,6.289984557333012
0,3,Python,15,6,1,0.75,0.1
8,3,Kotlin,295,20,5,14.75,5.54015757297412
2,0,Python,87,6,1,4.35,2.3106724403795793
15,0,Java,137,12,1,6.85,2.609646361708746
2,6,Java,63,1,1,3.15,0.7230214540797982
1,0,JavaScript,42,0,1,2.1,1.2807042195580483
8,0,TypeScript,127,5,4,6.35,1.1039287253534367
20,8,PHP,559,1,3,27.95,8.397618593734636
39,14,Swift,235,5,9,11.75,3.88089422463448
3,5,JavaScript,77,9,2,3.85,0.8798168330456595
3,3,JavaScript,146,1,1,7.3,1.2335290234655747
20816,2256,JavaScript,285,470,20,14.25,15.654361799065851
10,1,Java,1082,6,6,54.1,15.416712491371106
4,1,C++,157,7,1,7.85,1.7881618859899646
2,4,JavaScript,254,0,2,12.7,3.2791421772769502
21,4,JavaScript,302,3,7,15.1,3.7622537915361285
3,4,Shell,111,6,3,5.55,1.9764641512145285
15,0,Python,254,7,4,12.7,5.190192789865121
0,0,Java,63,0,1,3.15,1.1095390132082084
1,0,C#,226,26,1,11.3,5.06825442096707
1,0,Python,14,3,1,0.7,0.1
9,0,Python,23,2,1,1.15,1.0307363796231603
16,6,Python,190,2,4,9.5,4.658086814272511
3,0,C,588,0,3,29.4,7.718609990036021
3,2,Python,178,0,1,8.9,1.2981176295231796
8,1,JavaScript,99,1,1,4.95,0.8716325331718862
119,15,Python,404,4,4,20.2,4.817138104089624
13,8,Python,1108,4,3,55.4,15.98547886244754
4,2,Rust,427,3,2,21.35,4.757593342303622
4,5,JavaScript,249,2,4,12.45,2.138154614791204
7,2,Go,366,1,1,18.3,4.549848755317219
0,0,Go,182,2,1,9.1,2.6570496488932993
4,0,Swift,350,2,3,17.5,7.3049679821508455
10,1,Python,194,3,4,9.7,1.6550493908936443
118,14,Kotlin,904,7,4,45.2,13.582269772167441
110,12,Rust,512,2,3,25.6,7.322241842567018
12,0,Python,269,0,2,13.45,3.341433766135487
6,0,Ruby,432,1,2,21.6,5.525704526324477
3,0,Kotlin,407,1,2,20.35,5.442803585055482
6,0,JavaScript,156,1,2,7.8,2.4905327319167223
0,0,C,58,7,1,2.9,0.9158590520402538
2,9,Java,148,2,2,7.4,2.588139947558367
16,7,Rust,168,5,2,8.4,3.525622742248661
196,54,Lua,2962,10,14,148.1,46.44578205128151
44,5,TypeScript,47,3,3,2.35,1.6973091318820195
40,11,PHP,2163,15,6,108.15,33.27272812737633
19,3,JavaScript,1399,2,6,69.95,21.233920267303713
198,31,PHP,1380,3,11,69.0,21.155797151371438
6,0,Rust,927,0,4,46.35,11.163978794904116
1,9,JavaScript,51,6,1,2.55,0.1
2,0,TypeScript,90,4,1,4.5,2.083993976708656
0,1,JavaScript,206,2,1,10.3,3.672368630339482
8,0,Python,336,0,3,16.8,5.486726010163479
51,17,Python,3032,4,11,151.6,46.983070446699415
5,6,TypeScript,77,0,5,3.85,1.4555691975968108
46,0,Python,905,5,4,45.25,11.421965567313473
14,0,Python,193,0,6,9.65,2.5430684845600275
2,2,C#,147,0,1,7.35,0.255241897981354
4,0,C++,34,1,3,1.7,0.1
0,2,C#,97,5,1,4.85,0.12845707656838057
2,0,JavaScript,195,2,2,9.75,2.935404950456208
40,17,Scala,369,7,2,18.45,4.256257556301
44,4,Go,2493,3,8,124.65,37.36868879675366
90,25,Python,1694,17,7,84.7,25.136946894021296
23,12,Python,2043,0,7,102.15,30.632837650888217
1,4,C++,99,21,1,4.95,0.9429961100748001
357,103,Python,3029,11,15,151.45,49.62530457122996
0,4,Java,57,17,1,2.85,1.7594671148618706
4,3,R,178,0,2,8.9,2.3484510180396154
0,0,Python,358,10,1,17.9,5.853262902124498
10,0,Python,313,1,2,15.65,4.6982806461043305
0,1,R,57,3,1,2.85,1.4973968501492871
3,0,Go,184,1,1,9.2,2.4624293289730916
37,9,Python,1743,7,8,87.15,26.21797147729301
2,5,Scala,200,1,2,10.0,2.4697180662582885
0,0,Scala,94,0,1,4.7,1.0259592890537221
25,0,Go,859,4,2,42.95,11.254487666736889
7,0,Rust,944,6,6,47.2,16.070794136293795
2,3,JavaScript,322,3,2,16.1,4.040611603592991
11,0,Python,1425,2,5,71.25,22.791302913714876
6,0,Go,960,1,4,48.0,15.95831766646793
42,0,JavaScript,147,13,4,7.35,3.354958459299112
10,1,C++,369,5,6,18.45,5.867157889768498
5,4,Swift,715,0,3,35.75,9.193028509470555
1,3,Python,52,17,1,2.6,0.7330763992559002
2,0,Go,22,4,2,1.1,1.5536715608128058
10,4,JavaScript,540,6,6,27.0,8.674186987408708
23,5,Kotlin,1301,5,7,65.05,21.00792013928618
21,12,JavaScript,681,0,7,34.05,11.004581325265427
8,0,Rust,103,8,2,5.15,2.456625919610538
29,0,Go,107,7,4,5.35,0.9418339906580984
4,5,TypeScript,735,0,4,36.75,9.072075158768834
0,0,C++,37,1,1,1.85,0.7907914222756285
30,0,C#,2509,0,9,125.45,40.322094170965606
25,9,Go,1364,2,9,68.2,22.131927967597946
1,0,Ruby,9,0,1,0.45,0.10226004257884085
1,0,Lua,66,2,1,3.3,0.30173692221240445
131,17,TypeScript,2347,7,9,117.35,36.803111328289276
21,8,Java,397,1,3,19.85,5.526265796938409
4,0,Python,269,5,3,13.45,3.899156880702678
1,5,PHP,103,7,2,5.15,1.0913058092786831
110,16,Java,781,1,13,39.05,14.353183801563302
29,6,TypeScript,372,6,6,18.6,4.793622831415796
0,0,Python,50,4,1,2.5,3.7432161072173877
0,1,Scala,100,6,1,5.0,1.8165296641650768
6,0,TypeScript,312,4,5,15.6,4.654371725970338
22,10,C++,1342,15,5,67.1,18.2533283201991
11,3,Python,563,9,4,28.15,8.831306726614299
5,0,Dart,155,4,1,7.75,3.3895036717583125
50,9,Python,551,11,5,27.55,7.099261472380654
15,7,JavaScript,68,2,1,3.4,1.2030397333623328
19,2,Kotlin,653,8,4,32.65,9.883962637743036
0,0,C,98,5,1,4.9,1.2054873651764786
16,7,JavaScript,399,3,5,19.95,5.499589010988913
37,5,Java,240,10,4,12.0,2.9191140226271375
73,22,C#,2356,20,11,117.8,36.61970802646567
5,0,Kotlin,117,1,1,5.85,0.1
39,4,TypeScript,651,14,5,32.55,9.194725273517935
1,0,Java,216,0,1,10.8,1.3709884515243178
23,0,C#,1216,5,6,60.8,16.908112706279347
0,2,C#,56,6,1,2.8,0.1
30,8,PHP,11,6,2,0.55,0.1
27,9,Go,184,8,6,9.2,2.9256373618930955
1,0,Python,267,3,1,13.35,3.971103820649307
2,0,C,555,2,1,27.75,6.839818298496189
0,6,Kotlin,210,0,1,10.5,4.503702805107023
13,0,PHP,89,3,6,4.45,2.5867170399753032
84,31,Python,1938,5,9,96.9,29.238138331340366
22,13,JavaScript,2214,4,8,110.7,33.448529978639634
2,11,C#,295,10,2,14.75,5.568600331621259
8,2,Python,429,5,3,21.45,4.863263625711683
38,8,Julia,66,8,10,3.3,0.8501083456757754
52,6,TypeScript,572,3,8,28.6,8.637680754119025
17,9,C#,48,0,2,2.4,0.9615092814386075
26,1,Scala,504,1,2,25.2,6.289128798208101
4459,1066,TypeScript,397,25,6,19.85,4.220560292481629
3,0,JavaScript,70,3,1,3.5,3.2712795639245593
55,11,Rust,612,5,2,30.6,8.22769028502334
1,6,Go,148,4,1,7.4,0.9200685599547036
2,0,TypeScript,35,3,1,1.75,0.1
10,2,Rust,754,6,3,37.7,12.37534869319181
1,5,Shell,163,6,1,8.15,0.8368609332868522
11,10,Java,1124,2,3,56.2,16.27025599371679
18,3,JavaScript,219,2,8,10.95,3.5559145242258614
21,5,TypeScript,75,5,4,3.75,0.1
41,6,TypeScript,613,5,10,30.65,8.102957783574032
8,6,Python,448,11,5,22.4,7.852657176336093
14,10,Python,942,0,4,47.1,12.38490084061141
2,0,C++,244,0,1,12.2,4.691421854398399
84,13,JavaScript,1123,4,11,56.15,18.109683152726088
5,0,Dart,169,12,1,8.45,3.606777338657655
0,2,JavaScript,106,2,1,5.3,2.3817539616775285
10,3,Python,717,10,6,35.85,10.102069819660006
7,0,Ruby,368,4,4,18.4,4.105220819096782
65,4,Scala,112,1,3,5.6,3.008301349939037
2,0,JavaScript,75,9,1,3.75,0.41365715679086457
12,4,JavaScript,612,1,6,30.6,8.453633530598934
7,0,JavaScript,163,7,1,8.15,1.2799979882082144
0,0,Java,48,0,1,2.4,0.1
8,0,Java,592,1,3,29.6,7.117772773482038
0,0,JavaScript,314,11,1,15.7,3.8430379077474397
26,1,Python,696,1,6,34.8,9.522500664658036
1,2,Java,903,6,2,45.15,13.795814548405922
9,0,Dart,3746,4,6,187.3,55.978642987675926
7,6,Rust,47,0,2,2.35,0.1
156,19,Java,2659,8,8,132.95,40.25452413231427
9,0,Python,1307,2,6,65.35,19.42195546058105
4,0,JavaScript,181,0,1,9.05,1.1570201693076394
21,8,JavaScript,650,8,4,32.5,10.32693732237034
0,0,Ruby,79,0,1,3.95,0.9721589837535582
5,8,Kotlin,478,3,2,23.9,7.7111395658450865
2,5,C,142,8,1,7.1,2.414620761209735
1491,193,Lua,1170,31,7,58.5,18.976043651845526
1,6,Lua,130,10,1,6.5,0.35742892780383984
92,16,Dart,883,16,12,44.15,14.635061116137067
2,1,Python,259,16,2,12.95,5.019093727121257
7,0,Python,40,6,2,2.0,2.734238128484315
2,5,JavaScript,20,6,1,1.0,0.210953383627295
24,3,Go,968,2,6,48.4,11.641184344726664
47,3,Python,821,8,3,41.05,11.724913778756223
2,4,Swift,135,2,1,6.75,1.648981030455658
22,6,Rust,309,11,1,15.45,3.168330914001142
17,0,Go,344,4,6,17.2,6.636273984686865
8,4,Python,833,1,5,41.65,12.815430339577585
15,0,JavaScript,720,1,5,36.0,10.648376635664508
8,0,Python,95,12,2,4.75,2.250178868094699
57,15,Kotlin,302,1,4,15.1,4.630989328139331
4,4,Go,309,12,1,15.45,3.895425713273296
1,0,C#,43,1,1,2.15,0.1
14,1,JavaScript,64,1,5,3.2,0.1
8,2,TypeScript,312,1,6,15.6,3.5662123006841258
28,8,TypeScript,574,17,3,28.7,9.316717396172782
1,3,Ruby,22,9,1,1.1,0.1
7,0,Ruby,314,0,4,15.7,4.611814142184275
0,0,JavaScript,390,6,1,19.5,6.00147923604496
3,1,Shell,89,0,1,4.45,0.16406386785186378
9,0,Python,693,1,2,34.65,11.14501444783415
6,0,Scala,947,14,3,47.35,14.459425631977322
25,1,Python,1873,2,6,93.65,25.63645929257592
0,0,JavaScript,159,17,1,7.95,1.7896875867541522
393,121,Swift,5854,11,15,292.7,94.0562816640246
11,0,Python,47,0,2,2.35,1.6126514981682305
90,14,TypeScript,1223,5,7,61.15,18.97839432294454
4,0,Java,134,2,2,6.7,3.850704824017343
1,1,JavaScript,9,1,1,0.45,0.728545895907855
1,6,C#,100,6,1,5.0,0.9551243561796036
24,0,Kotlin,1155,8,4,57.75,17.125938113408143
1,3,Kotlin,177,1,1,8.85,0.3619459536111087
24,3,JavaScript,87,5,4,4.35,2.1485852546352167
0,2,Go,27,4,1,1.35,0.2834004524100111
19,10,JavaScript,326,2,3,16.3,4.58540009438793
1,0,JavaScript,623,3,1,31.15,7.839301613008571
24,8,Python,934,4,3,46.7,13.320856451734826
0,0,Shell,149,2,1,7.45,2.9126182436946624
0,0,Scala,92,0,1,4.6,2.225100513441503
12,2,Ruby,333,2,6,16.65,4.88551477196329
37,4,Java,114,2,3,5.7,1.3671257512144122
8,0,Java,75,0,5,3.75,2.4098358047552813
7,3,Java,366,1,3,18.3,5.60147073546983
10,9,Go,679,16,5,33.95,9.982983989786451
17,0,TypeScript,1414,0,8,70.7,22.43146929374266
5,1,Python,1066,5,3,53.3,15.188864075079849
2,4,Python,37,18,2,1.85,0.1
57,3,Dart,748,2,5,37.4,11.668313846137794
16,10,Java,994,2,7,49.7,15.487742621984603
3,0,Dart,109,2,3,5.45,1.8239110348957601
2,0,Python,107,0,1,5.35,0.38546346880072724
21,0,Go,404,3,5,20.2,6.863535609174523
47,9,JavaScript,2272,2,10,113.6,35.26446612082862
23,6,JavaScript,1131,2,4,56.55,17.397337712041352
21,4,Python,930,0,6,46.5,14.099298726134965
15,0,Python,653,2,2,32.65,9.894809968262324
0,0,C,29,3,1,1.45,0.1
0,2,JavaScript,259,16,1,12.95,3.947428381115476
0,6,Rust,71,8,1,3.55,1.7333543593620557
2,3,Java,273,3,2,13.65,4.509556979147174
29,18,TypeScript,1239,1,6,61.95,18.574496046567997
1,2,Go,18,0,1,0.9,1.0414532627716404
0,2,JavaScript,127,6,1,6.35,2.338048298897038
1,3,Lua,179,2,1,8.95,1.8448401283667195
1,7,PHP,184,1,1,9.2,4.074130170600817
7,7,C#,352,0,5,17.6,6.028835393263819
0,0,Java,91,4,1,4.55,0.1
6,4,Python,42,0,2,2.1,0.1
55,16,C,5582,0,10,279.1,85.70338193897449
15,1,TypeScript,535,4,5,26.75,8.414987522438869
179,39,Python,1290,16,6,64.5,21.248927120891047
25,0,TypeScript,120,6,2,6.0,0.8249532409172609
2,0,PHP,55,0,1,2.75,0.14756525045892976
16,0,Rust,132,7,5,6.6,0.1
28,7,Ruby,191,6,5,9.55,1.3394194804894695
10,6,PHP,302,1,2,15.1,4.612534520328852
12,0,JavaScript,101,2,7,5.05,0.5104763282915739
75,16,C,460,12,8,23.0,8.392489370320822
8,0,TypeScript,370,3,6,18.5,5.199428277479377
1,1,Rust,322,2,1,16.1,4.1027517989373745
3,2,Python,39,1,1,1.95,1.110942360939171
0,0,R,143,10,1,7.15,3.0600938335730623
317,77,JavaScript,1699,5,13,84.95,27.403725038988483
0,0,Python,62,6,1,3.1,0.1
2,3,Java,262,0,1,13.1,2.563761725283141
15,5,Python,343,5,3,17.15,4.586049347424338
27,3,Python,200,6,7,10.0,2.0963805850260444
40,8,Rust,874,8,3,43.7,12.2774025355082
14,2,TypeScript,64,3,1,3.2,0.1
1,1,C,62,4,1,3.1,0.3037623383524264
7,0,JavaScript,221,17,1,11.05,3.6972543954241996
57,15,C#,1205,4,8,60.25,18.26846306660561
8,0,Java,381,19,2,19.05,6.699651298251443
0,0,Rust,37,5,1,1.85,0.1
10,12,Go,90,6,1,4.5,2.3681113483825547
0,0,Java,470,2,1,23.5,6.359847210681527
8,3,Dart,175,2,3,8.75,2.312354222670068
466,26,TypeScript,1778,11,8,88.9,28.258484391106165
8,8,Python,171,8,3,8.55,1.6972146742823293
11,0,C++,422,7,1,21.1,4.478453822643404
17,11,Swift,505,6,8,25.25,8.303404943377915
3,0,Python,34,3,2,1.7,0.1
0,12,Java,252,0,1,12.6,4.926409372769327
13,3,Scala,1838,0,7,91.9,27.45393239027601
3,0,C#,97,4,1,4.85,0.1
7,0,R,322,7,3,16.1,5.122899385217632
4,8,Go,49,5,3,2.45,0.46427883797522634
103,12,Rust,263,1,5,13.15,3.349127671257774
12,0,JavaScript,195,5,2,9.75,4.890977515745461
5,5,Shell,73,4,1,3.65,2.0798357007454724
1,0,TypeScript,260,25,1,13.0,3.31236893793084
4,0,C#,54,0,3,2.7,0.9300867067851039
16,0,TypeScript,459,2,4,22.95,6.750233485650324
9,10,Go,257,3,1,12.85,2.2747212134205195
2,0,C#,47,0,1,2.35,0.1
22,5,Java,1816,15,4,90.8,26.230378919463035
76,28,C,451,2,4,22.55,7.775799445648402
2,0,TypeScript,195,9,2,9.75,3.499556140460137
29,1,Rust,436,1,2,21.8,5.291730235552332
0,0,TypeScript,30,9,1,1.5,0.1
0,2,TypeScript,101,9,1,5.05,2.5099537796458495
25,2,Java,289,2,4,14.45,2.9012247436409266
0,0,Python,204,6,1,10.2,2.530715100487402
0,1,Python,192,1,1,9.6,2.5963207064403315
2,0,C++,172,5,2,8.6,2.3100020568019612
34,12,Rust,490,9,6,24.5,8.275814175205845
0,0,C++,268,0,1,13.4,3.421636152774422
35,10,Python,1207,7,3,60.35,17.628155565840892
146,28,JavaScript,517,4,3,25.85,7.934768529292687
7,0,JavaScript,263,16,1,13.15,5.403829178526152
13,0,Ruby,588,5,6,29.4,8.072076550767651
119,18,Kotlin,4809,1,14,240.45,76.33540342162748
0,0,JavaScript,35,1,1,1.75,0.1
6,4,C++,39,1,2,1.95,0.1
2,0,Python,286,4,1,14.3,1.5345184062722041
17,0,JavaScript,1310,9,4,65.5,20.474742742102023
8,0,Python,135,2,4,6.75,2.7013268417121954
1,0,JavaScript,59,9,1,2.95,2.71901717393016
1,0,C++,327,3,1,16.35,4.296054342248005
36,8,C,98,7,2,4.9,1.2167723370188428
3,3,JavaScript,945,2,3,47.25,12.244156622453286
12,15,Go,357,0,6,17.85,6.504531138707123
0,5,C++,41,1,1,2.05,1.7742596688195755
23,0,Dart,456,1,6,22.8,6.152943370215511
6,0,Rust,678,4,3,33.9,10.142330521974056
10,0,JavaScript,45,3,4,2.25,1.0059117721153434
5,3,Rust,75,7,1,3.75,2.986800946577585
